"","Parametre","Station","Site","count"
"334","Al_F0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",6
"335","Al_F0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"336","Al_F0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"337","Al_F0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"338","Al_F0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"339","Al_F0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",4
"340","Al_F0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",4
"341","Al_F0.45um","Puits 2 / PDM_0017","Prairie de Mauves",6
"342","Al_F0.45um","Puits 4 / PDM_0019","Prairie de Mauves",6
"343","Al_F0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"344","Al_F0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"345","Al_F0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"346","Al_F0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"347","Al_F0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"348","Al_F0.45um","PZ5 / PDM_0005","Prairie de Mauves",8
"349","Al_F0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"350","Al_F0.45um","PZ7 / PDM_0007","Prairie de Mauves",6
"351","Al_F0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"352","Al_F0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",9
"353","Al_F0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"354","Al_F0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",7
"355","Al_f3kDa","La Loire / PDM_0066","Prairie de Mauves",2
"356","Al_f3kDa","Puits 2 / PDM_0017","Prairie de Mauves",4
"357","Al_f3kDa","Puits 4 / PDM_0019","Prairie de Mauves",4
"358","Al_f3kDa","Puits 5 / PDM_0020","Prairie de Mauves",5
"359","Al_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",6
"360","Al_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"361","Al_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",3
"362","Al_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"363","Al_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",6
"364","Al_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",6
"365","Al_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",5
"366","Al_f3kDa","PZ8 / PDM_0008","Prairie de Mauves",4
"367","Al_f8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"368","Al_f8um","La Loire / PDM_0066","Prairie de Mauves",4
"369","Al_f8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"370","Al_f8um","Puits 4 / PDM_0019","Prairie de Mauves",7
"371","Al_f8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"372","Al_f8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"373","Al_f8um","PZ1 / PDM_0001","Prairie de Mauves",3
"374","Al_f8um","PZ2 / PDM_0002","Prairie de Mauves",4
"375","Al_f8um","PZ4 / PDM_0004","Prairie de Mauves",3
"376","Al_f8um","PZ5 / PDM_0005","Prairie de Mauves",9
"377","Al_f8um","PZ6 / PDM_0006","Prairie de Mauves",8
"378","Al_f8um","PZ7 / PDM_0007","Prairie de Mauves",7
"379","Al_f8um","PZ8 / PDM_0008","Prairie de Mauves",6
"380","Al_F8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"381","Al_F8um","La Loire / PDM_0066","Prairie de Mauves",4
"382","Al_F8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"383","Al_F8um","Puits 4 / PDM_0019","Prairie de Mauves",6
"384","Al_F8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"385","Al_F8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"386","Al_F8um","PZ1 / PDM_0001","Prairie de Mauves",3
"387","Al_F8um","PZ2 / PDM_0002","Prairie de Mauves",4
"388","Al_F8um","PZ4 / PDM_0004","Prairie de Mauves",3
"389","Al_F8um","PZ5 / PDM_0005","Prairie de Mauves",8
"390","Al_F8um","PZ6 / PDM_0006","Prairie de Mauves",8
"391","Al_F8um","PZ7 / PDM_0007","Prairie de Mauves",6
"392","Al_F8um","PZ8 / PDM_0008","Prairie de Mauves",6
"393","Al_sol","Bassin Agena / AN_008","Agglomération Nantaise",6
"394","Al_sol","Bassin Baudinière / AN_005","Agglomération Nantaise",6
"395","Al_sol","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",4
"396","Al_sol","Bassin Mortier / AN_002","Agglomération Nantaise",6
"397","Al_sol","Bassin Pierre Anne / AN_001","Agglomération Nantaise",4
"398","Al_sol","Bassin Scott / AN_007","Agglomération Nantaise",10
"399","Al_sol","Bassin ZAC Minais / AN_003","Agglomération Nantaise",4
"400","Al_sol","BO3 - entrée / BO3_01","Bassin Chézine BO3",4
"401","Al_sol","BO3 - milieu / BO3_02","Bassin Chézine BO3",4
"402","Al_sol","BO3 - sortie / BO3_03","Bassin Chézine BO3",4
"403","Al_sol","BO4 - Bassin d'orage n4 / CHEZ_0010","BV Chézine",3
"404","Al_sol","C1 / PDM_0068","Prairie de Mauves",8
"405","Al_sol","C2 / PDM_0069","Prairie de Mauves",6
"406","Al_sol","C3 / PDM_0070","Prairie de Mauves",7
"407","Al_sol","F1 / PDM_0076","Prairie de Mauves",2
"408","Al_sol","F4 / PDM_0077","Prairie de Mauves",3
"409","Al_sol","F5 / PDM_0078","Prairie de Mauves",2
"410","Al_sol","F7 / PDM_0079","Prairie de Mauves",3
"411","Al_sol","Jardin Chaupières / JARD_CHAU","Agglomération Nantaise",11
"412","Al_sol","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",3
"413","Al_sol","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",3
"414","Al_sol","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",4
"415","Al_sol","Noue Chateau d'Aux / AN_004","Agglomération Nantaise",6
"416","Al_sol","Noue Vertonne / AN_006","Agglomération Nantaise",6
"417","Al_sol","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"418","Al_sol","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"419","Al_sol","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"420","Al_sol","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",14
"421","Al_sol","Puits 2 / PDM_0017","Prairie de Mauves",2
"422","Al_sol","PZ5 / PDM_0005","Prairie de Mauves",2
"423","Al_sol","PZ7 / PDM_0007","Prairie de Mauves",2
"424","Al_sol","PZ9bis / PDM_0009","Prairie de Mauves",2
"425","Al_sol","T1 / PDM_0071","Prairie de Mauves",3
"426","Al_sol","T2 / PDM_0072","Prairie de Mauves",3
"427","Al_sol","T3 / PDM_0073","Prairie de Mauves",4
"428","Al_sol","T4 / PDM_0074","Prairie de Mauves",4
"429","Al_sol","VaB entree / VaB_03","Bassin Ville au Blanc",5
"430","Al_sol","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"431","Al_sol","VaB sortie / VaB_04","Bassin Ville au Blanc",5
"432","Alachlore","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"433","Alachlore","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"434","Alachlore","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"435","Alachlore","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"436","Alachlore","VaB entree / VaB_03","Bassin Ville au Blanc",4
"437","Alachlore","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"438","Aldicarbe","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"439","Aldicarbe","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"440","Aldicarbe","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"441","Aldicarbe","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"442","Aldicarbe","VaB entree / VaB_03","Bassin Ville au Blanc",4
"443","Aldicarbe","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"444","Aldicarbe sulfone","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"445","Aldicarbe sulfone","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"446","Aldicarbe sulfone","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"447","Aldicarbe sulfone","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"448","Aldicarbe sulfone","VaB entree / VaB_03","Bassin Ville au Blanc",4
"449","Aldicarbe sulfone","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"450","Aldicarbe sulfoxyde","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"451","Aldicarbe sulfoxyde","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"452","Aldicarbe sulfoxyde","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"453","Aldicarbe sulfoxyde","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"454","Aldicarbe sulfoxyde","VaB entree / VaB_03","Bassin Ville au Blanc",4
"455","Aldicarbe sulfoxyde","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"456","Aldrine","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"457","Aldrine","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"458","Aldrine","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"459","Aldrine","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"460","Aldrine","VaB entree / VaB_03","Bassin Ville au Blanc",4
"461","Aldrine","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"462","Amétryne","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"463","Amétryne","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"464","Amétryne","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"465","Amétryne","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"466","Amétryne","VaB entree / VaB_03","Bassin Ville au Blanc",4
"467","Amétryne","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"468","Amidosulfuron","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"469","Amidosulfuron","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"470","Amidosulfuron","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"471","Amidosulfuron","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"472","Amidosulfuron","VaB entree / VaB_03","Bassin Ville au Blanc",4
"473","Amidosulfuron","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"474","AMPA","BO3 - entrée / BO3_01","Bassin Chézine BO3",10
"475","AMPA","BO3 - milieu / BO3_02","Bassin Chézine BO3",1
"476","AMPA","BO3 - sortie / BO3_03","Bassin Chézine BO3",10
"477","AMPA","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",1
"478","AMPA","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",6
"479","AMPA","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",6
"480","AMPA","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",1
"481","AMPA","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",1
"482","AMPA","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",1
"483","AMPA","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",3
"484","AMPA","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",1
"485","AMPA","VaB entree / VaB_03","Bassin Ville au Blanc",5
"486","AMPA","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"487","AMPA","VaB sortie / VaB_04","Bassin Ville au Blanc",5
"488","Ant_f0.45um","Puits 7 / PDM_0022","Prairie de Mauves",1
"489","Ant_f0.45um","PZ5 / PDM_0005","Prairie de Mauves",4
"490","Ant_f0.45um","PZ6 / PDM_0006","Prairie de Mauves",1
"491","Ant_f0.45um","PZ7 / PDM_0007","Prairie de Mauves",4
"492","Ant_f0.45um","PZ8 / PDM_0008","Prairie de Mauves",1
"493","Anthracène","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"494","Anthracène","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"495","Anthracène","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"496","Anthracène","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"497","Anthracène","Puits 2 / PDM_0017","Prairie de Mauves",5
"498","Anthracène","Puits 4 / PDM_0019","Prairie de Mauves",1
"499","Anthracène","Puits 6 / PDM_0021","Prairie de Mauves",2
"500","Anthracène","Puits 7 / PDM_0022","Prairie de Mauves",1
"501","Anthracène","PZ11 / PDM_0080","Prairie de Mauves",3
"502","Anthracène","PZ16 / PDM_0088","Prairie de Mauves",2
"503","Anthracène","PZ5 / PDM_0005","Prairie de Mauves",14
"504","Anthracène","PZ5 Long / PDM_0086","Prairie de Mauves",2
"505","Anthracène","PZ6 / PDM_0006","Prairie de Mauves",8
"506","Anthracène","PZ7 / PDM_0007","Prairie de Mauves",14
"507","Anthracène","PZ8 / PDM_0008","Prairie de Mauves",6
"508","Anthracène","PZ9bis / PDM_0009","Prairie de Mauves",7
"509","Anthracène","VaB entree / VaB_03","Bassin Ville au Blanc",4
"510","Anthracène","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"511","Anthracène solide","BO3 - entrée / BO3_01","Bassin Chézine BO3",2
"512","Anthracène solide","BO3 - milieu / BO3_02","Bassin Chézine BO3",2
"513","Anthracène solide","BO3 - sortie / BO3_03","Bassin Chézine BO3",2
"514","Anthracène solide","C1 / PDM_0068","Prairie de Mauves",4
"515","Anthracène solide","C2 / PDM_0069","Prairie de Mauves",5
"516","Anthracène solide","C3 / PDM_0070","Prairie de Mauves",3
"517","Anthracène solide","F1 / PDM_0076","Prairie de Mauves",1
"518","Anthracène solide","F4 / PDM_0077","Prairie de Mauves",2
"519","Anthracène solide","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"520","Anthracène solide","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",1
"521","Anthracène solide","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"522","Anthracène solide","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",1
"523","Anthracène solide","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",1
"524","Anthracène solide","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",1
"525","Anthracène solide","VaB entree / VaB_03","Bassin Ville au Blanc",2
"526","Anthracène solide","VaB milieu / VaB_05","Bassin Ville au Blanc",2
"527","Anthracène solide","VaB sortie / VaB_04","Bassin Ville au Blanc",2
"528","Anthraquinone","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"529","Anthraquinone","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"530","Anthraquinone","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"531","Anthraquinone","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"532","Anthraquinone","VaB entree / VaB_03","Bassin Ville au Blanc",4
"533","Anthraquinone","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"534","AOX","Puits 2 / PDM_0017","Prairie de Mauves",2
"535","AOX","PZ5 / PDM_0005","Prairie de Mauves",2
"536","AOX","PZ7 / PDM_0007","Prairie de Mauves",2
"537","AOX","PZ9bis / PDM_0009","Prairie de Mauves",2
"538","AOX_sol","F1 / PDM_0076","Prairie de Mauves",1
"539","AOX_sol","F4 / PDM_0077","Prairie de Mauves",1
"540","As","Bassin Agena / AN_008","Agglomération Nantaise",2
"541","As","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"542","As","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"543","As","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"544","As","Bassin Scott / AN_007","Agglomération Nantaise",1
"545","As","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"546","As","BO3 - entrée / BO3_01","Bassin Chézine BO3",16
"547","As","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"548","As","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"549","As","Etang 1 / PDM_0067","Prairie de Mauves",2
"550","As","F_RTE / PDM_0065","Prairie de Mauves",1
"551","As","La Loire / PDM_0066","Prairie de Mauves",5
"552","As","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"553","As","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"554","As","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"555","As","Noue Vertonne / AN_006","Agglomération Nantaise",1
"556","As","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"557","As","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"558","As","Puits 2 / PDM_0017","Prairie de Mauves",17
"559","As","Puits 4 / PDM_0019","Prairie de Mauves",9
"560","As","Puits 5 / PDM_0020","Prairie de Mauves",9
"561","As","Puits 6 / PDM_0021","Prairie de Mauves",4
"562","As","Puits 7 / PDM_0022","Prairie de Mauves",10
"563","As","PZ1 / PDM_0001","Prairie de Mauves",19
"564","As","PZ11 / PDM_0080","Prairie de Mauves",6
"565","As","PZ16 / PDM_0088","Prairie de Mauves",4
"566","As","PZ2 / PDM_0002","Prairie de Mauves",17
"567","As","PZ4 / PDM_0004","Prairie de Mauves",20
"568","As","PZ5 / PDM_0005","Prairie de Mauves",36
"569","As","PZ5 Long / PDM_0086","Prairie de Mauves",4
"570","As","PZ6 / PDM_0006","Prairie de Mauves",25
"571","As","PZ7 / PDM_0007","Prairie de Mauves",21
"572","As","PZ8 / PDM_0008","Prairie de Mauves",6
"573","As","PZ9bis / PDM_0009","Prairie de Mauves",13
"574","As","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"575","As","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"576","As","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"577","As","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"578","As","VaB entree / VaB_03","Bassin Ville au Blanc",16
"579","As","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"580","As","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"581","As_CaCl2","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",28
"582","As_f0.45um","Bassin Agena / AN_008","Agglomération Nantaise",2
"583","As_f0.45um","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"584","As_f0.45um","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"585","As_f0.45um","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"586","As_f0.45um","Bassin Scott / AN_007","Agglomération Nantaise",1
"587","As_f0.45um","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"588","As_f0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",15
"589","As_f0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"590","As_f0.45um","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"591","As_f0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"592","As_f0.45um","F_RTE / PDM_0065","Prairie de Mauves",1
"593","As_f0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"594","As_f0.45um","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"595","As_f0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"596","As_f0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"597","As_f0.45um","Noue Vertonne / AN_006","Agglomération Nantaise",1
"598","As_f0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"599","As_f0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"600","As_f0.45um","Puits 2 / PDM_0017","Prairie de Mauves",15
"601","As_f0.45um","Puits 4 / PDM_0019","Prairie de Mauves",7
"602","As_f0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"603","As_f0.45um","Puits 6 / PDM_0021","Prairie de Mauves",4
"604","As_f0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"605","As_f0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"606","As_f0.45um","PZ11 / PDM_0080","Prairie de Mauves",6
"607","As_f0.45um","PZ16 / PDM_0088","Prairie de Mauves",4
"608","As_f0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"609","As_f0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"610","As_f0.45um","PZ5 / PDM_0005","Prairie de Mauves",19
"611","As_f0.45um","PZ5 Long / PDM_0086","Prairie de Mauves",4
"612","As_f0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"613","As_f0.45um","PZ7 / PDM_0007","Prairie de Mauves",22
"614","As_f0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"615","As_f0.45um","PZ9bis / PDM_0009","Prairie de Mauves",13
"616","As_f0.45um","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"617","As_f0.45um","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"618","As_f0.45um","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"619","As_f0.45um","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"620","As_f0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",16
"621","As_f0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"622","As_f0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"623","As_F0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",6
"624","As_F0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",6
"625","As_F0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"626","As_F0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"627","As_F0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"628","As_F0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"629","As_F0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",4
"630","As_F0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",4
"631","As_F0.45um","Puits 2 / PDM_0017","Prairie de Mauves",6
"632","As_F0.45um","Puits 4 / PDM_0019","Prairie de Mauves",6
"633","As_F0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"634","As_F0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"635","As_F0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"636","As_F0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"637","As_F0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"638","As_F0.45um","PZ5 / PDM_0005","Prairie de Mauves",8
"639","As_F0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"640","As_F0.45um","PZ7 / PDM_0007","Prairie de Mauves",6
"641","As_F0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"642","As_F0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",9
"643","As_F0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"644","As_F0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",7
"645","As_f3kDa","La Loire / PDM_0066","Prairie de Mauves",2
"646","As_f3kDa","Puits 2 / PDM_0017","Prairie de Mauves",4
"647","As_f3kDa","Puits 4 / PDM_0019","Prairie de Mauves",4
"648","As_f3kDa","Puits 5 / PDM_0020","Prairie de Mauves",5
"649","As_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",6
"650","As_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"651","As_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",3
"652","As_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"653","As_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",6
"654","As_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",6
"655","As_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",5
